Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Precious Achiuwa\achiupr01,C,22,TOR,60,25,23.2,3.4,7.9,.434,0.6,1.6,.361,2.9,6.3,.452,.471,1.0,1.8,.590,2.1,4.7,6.8,1.1,0.5,0.6,1.2,2.1,8.5
2,Steven Adams\adamsst01,C,28,MEM,66,65,26.4,2.9,5.2,.557,0.0,0.0,.000,2.9,5.2,.559,.557,1.5,2.7,.547,4.7,5.2,9.9,3.3,0.8,0.8,1.6,1.9,7.2
3,Bam Adebayo\adebaba01,C,24,MIA,45,45,33.0,7.2,13.4,.541,0.0,0.1,.000,7.2,13.3,.545,.541,4.5,6.0,.751,2.4,7.9,10.3,3.5,1.5,0.8,2.8,3.2,19.0
4,Santi Aldama\aldamsa01,PF,21,MEM,27,0,10.3,1.4,3.6,.381,0.1,1.4,.103,1.2,2.1,.569,.402,0.4,0.7,.600,0.9,1.5,2.4,0.5,0.1,0.3,0.3,1.0,3.3
5,LaMarcus Aldridge\aldrila01,C,36,BRK,45,12,22.8,5.6,10.1,.554,0.3,1.0,.311,5.3,9.1,.580,.569,2.0,2.3,.873,1.6,4.0,5.6,0.9,0.3,1.0,0.9,1.6,13.5
6,Nickeil Alexander-Walker\alexani01,SG,23,TOT,58,19,23.8,4.2,11.2,.374,1.7,5.5,.312,2.5,5.7,.432,.450,1.4,1.8,.738,0.6,2.4,3.0,2.5,0.7,0.3,1.5,1.6,11.4
6,Nickeil Alexander-Walker\alexani01,SG,23,NOP,50,19,26.3,4.7,12.6,.375,1.9,6.1,.311,2.8,6.5,.434,.450,1.4,1.9,.722,0.7,2.6,3.3,2.8,0.8,0.4,1.7,1.8,12.8
6,Nickeil Alexander-Walker\alexani01,SG,23,UTA,8,0,7.9,0.8,2.3,.333,0.5,1.5,.333,0.3,0.8,.333,.444,1.1,1.3,.900,0.1,1.4,1.5,0.8,0.3,0.1,0.4,0.8,3.1
7,Grayson Allen\allengr01,SG,26,MIL,58,57,27.6,3.9,8.9,.432,2.5,6.2,.401,1.4,2.7,.503,.571,0.9,1.1,.857,0.5,2.8,3.3,1.6,0.8,0.3,0.6,1.5,11.1
8,Jarrett Allen\allenja01,C,23,CLE,56,56,32.3,6.6,9.7,.677,0.0,0.2,.100,6.6,9.6,.688,.678,2.9,4.2,.708,3.4,7.3,10.8,1.6,0.8,1.3,1.7,1.7,16.1
9,Jose Alvarado\alvarjo01,PG,23,NOP,41,1,14.0,2.0,4.9,.415,0.6,2.0,.301,1.4,2.9,.496,.478,0.6,0.9,.686,0.4,1.2,1.6,2.5,1.2,0.1,0.7,1.5,5.2
10,Justin Anderson\anderju01,SF,28,TOT,6,0,12.8,1.0,3.2,.316,0.5,2.5,.200,0.5,0.7,.750,.395,1.0,1.2,.857,0.3,1.3,1.7,1.5,0.3,0.2,0.5,1.5,3.5
10,Justin Anderson\anderju01,SF,28,CLE,3,0,15.7,1.3,2.7,.500,0.7,2.0,.333,0.7,0.7,1.000,.625,1.0,1.3,.750,0.0,2.0,2.0,2.0,0.3,0.0,0.7,1.3,4.3
10,Justin Anderson\anderju01,SF,28,IND,3,0,10.0,0.7,3.7,.182,0.3,3.0,.111,0.3,0.7,.500,.227,1.0,1.0,1.000,0.7,0.7,1.3,1.0,0.3,0.3,0.3,1.7,2.7
11,Kyle Anderson\anderky01,PF,28,MEM,57,8,21.4,2.9,6.7,.435,0.5,1.6,.311,2.4,5.2,.473,.471,0.9,1.5,.600,1.0,4.4,5.5,2.6,1.1,0.6,1.0,1.5,7.2
12,Giannis Antetokounmpo\antetgi01,PF,27,MIL,59,59,32.9,10.2,18.6,.547,1.1,3.7,.300,9.1,14.8,.610,.578,8.3,11.6,.721,2.0,9.5,11.5,5.8,1.1,1.4,3.2,3.3,29.8
13,Thanasis Antetokounmpo\antetth01,SF,29,MIL,41,5,9.2,1.1,2.3,.500,0.0,0.3,.091,1.1,2.0,.554,.505,0.4,0.6,.615,0.9,1.2,2.1,0.5,0.3,0.2,0.5,1.5,2.7
14,Carmelo Anthony\anthoca01,PF,37,LAL,61,3,26.6,4.7,10.6,.443,2.3,5.9,.386,2.4,4.7,.514,.550,2.1,2.5,.829,0.9,3.2,4.2,1.0,0.7,0.8,0.9,2.4,13.7
15,Cole Anthony\anthoco01,PG,21,ORL,56,56,32.6,5.8,14.7,.396,2.1,6.3,.340,3.7,8.4,.438,.469,3.5,4.1,.856,0.5,5.1,5.6,5.7,0.8,0.3,2.7,2.7,17.3
16,OG Anunoby\anunoog01,SF,24,TOR,42,42,36.7,6.6,15.1,.436,2.4,6.8,.351,4.2,8.3,.506,.515,1.9,2.5,.748,1.6,3.9,5.5,2.6,1.5,0.6,1.8,3.0,17.5
17,Ryan Arcidiacono\arcidry01,PG,27,NYK,5,0,3.2,0.4,0.6,.667,0.4,0.4,1.000,0.0,0.2,.000,1.000,0.0,0.0,,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.2
18,Trevor Ariza\arizatr01,SF,36,LAL,22,10,18.9,1.3,3.7,.341,0.9,3.0,.303,0.4,0.7,.500,.463,0.4,0.7,.533,0.3,3.0,3.2,1.0,0.5,0.2,0.5,0.9,3.8
19,D.J. Augustin\augusdj01,PG,34,TOT,42,2,15.1,1.6,4.0,.413,1.1,2.8,.407,0.5,1.2,.429,.557,0.8,0.9,.872,0.2,1.0,1.3,2.1,0.3,0.0,1.1,0.5,5.2
19,D.J. Augustin\augusdj01,PG,34,HOU,34,2,15.0,1.6,4.0,.404,1.1,2.8,.406,0.5,1.2,.400,.548,1.0,1.1,.868,0.2,1.0,1.2,2.2,0.3,0.0,1.3,0.5,5.4
19,D.J. Augustin\augusdj01,PG,34,LAL,8,0,15.8,1.8,3.9,.452,1.1,2.8,.409,0.6,1.1,.556,.597,0.1,0.1,1.000,0.3,1.3,1.5,1.9,0.5,0.0,0.4,0.5,4.8
20,Deni Avdija\avdijde01,SF,21,WAS,68,6,23.3,2.8,6.3,.437,0.9,2.7,.312,1.9,3.6,.533,.505,1.2,1.6,.761,0.6,4.4,5.0,1.7,0.8,0.5,0.9,2.3,7.6
21,Joel Ayayi\ayayijo01,SG,21,WAS,7,0,2.9,0.1,0.9,.167,0.0,0.1,.000,0.1,0.7,.200,.167,0.0,0.0,,0.1,0.3,0.4,0.6,0.0,0.0,0.0,0.0,0.3
22,Deandre Ayton\aytonde01,C,23,PHO,49,49,29.4,7.6,11.8,.643,0.1,0.3,.333,7.5,11.5,.651,.647,1.8,2.4,.731,2.5,7.4,9.9,1.4,0.7,0.7,1.5,2.3,17.0
23,Udoka Azubuike\azubuud01,C,22,UTA,17,6,11.5,2.2,2.9,.755,0.0,0.0,,2.2,2.9,.755,.755,0.4,0.6,.545,1.1,3.1,4.2,0.0,0.1,0.6,0.7,1.5,4.7
24,Marvin Bagley III\baglema01,PF,22,TOT,40,20,23.2,4.5,9.1,.492,0.5,2.0,.225,4.0,7.1,.567,.517,1.1,1.7,.652,2.3,4.9,7.2,0.7,0.4,0.4,0.8,1.9,10.5
24,Marvin Bagley III\baglema01,PF,22,SAC,30,17,21.9,3.8,8.2,.463,0.5,2.1,.242,3.3,6.1,.538,.494,1.2,1.6,.745,2.2,4.9,7.2,0.6,0.3,0.4,0.7,1.7,9.3
24,Marvin Bagley III\baglema01,PF,22,DET,10,3,27.0,6.4,11.6,.552,0.3,1.8,.167,6.1,9.8,.622,.565,1.0,2.2,.455,2.5,4.6,7.1,1.0,0.7,0.4,1.1,2.4,14.1
25,LaMelo Ball\ballla01,PG,20,CHO,63,63,32.1,7.0,16.6,.420,2.7,7.2,.371,4.3,9.4,.459,.501,3.0,3.5,.869,1.5,5.3,6.9,7.4,1.5,0.4,3.2,3.2,19.7
26,Lonzo Ball\balllo01,PG,24,CHI,35,35,34.6,4.6,10.9,.423,3.1,7.4,.423,1.5,3.5,.423,.567,0.6,0.8,.750,1.0,4.4,5.4,5.1,1.8,0.9,2.3,2.4,13.0
27,Mo Bamba\bambamo01,C,23,ORL,59,57,25.9,4.1,8.5,.478,1.4,3.7,.362,2.7,4.8,.569,.558,0.8,1.0,.828,2.1,5.8,7.9,1.1,0.6,1.7,1.1,2.6,10.3
28,Desmond Bane\banede01,SF,23,MEM,66,66,30.0,6.6,14.5,.454,2.9,7.0,.418,3.7,7.6,.487,.554,1.8,2.0,.893,0.6,3.9,4.5,2.6,1.1,0.4,1.5,2.6,17.9
29,Dalano Banton\bantoda01,SF,22,TOR,58,1,11.5,1.4,3.4,.403,0.2,0.9,.260,1.1,2.5,.452,.436,0.4,0.7,.615,0.6,1.4,2.0,1.6,0.5,0.2,0.9,1.1,3.4
30,Cat Barber\barbeca01,PG,27,ATL,3,0,4.3,0.0,1.3,.000,0.0,0.0,,0.0,1.3,.000,.000,0.0,1.3,.000,0.3,0.7,1.0,1.0,0.0,0.0,0.3,0.3,0.0
31,Harrison Barnes\barneha02,PF,29,SAC,66,66,33.9,5.2,10.9,.473,1.9,4.7,.414,3.2,6.2,.517,.562,4.8,5.7,.833,1.1,4.7,5.8,2.5,0.7,0.2,1.6,1.3,17.0
32,Scottie Barnes\barnesc01,PF,20,TOR,61,61,35.6,6.2,12.6,.490,0.8,2.5,.316,5.4,10.0,.533,.521,2.1,2.9,.732,2.6,5.0,7.6,3.3,1.2,0.8,1.9,2.6,15.3
33,RJ Barrett\barrerj01,SF,21,NYK,58,58,34.1,6.8,16.5,.415,2.0,5.7,.351,4.8,10.8,.449,.476,3.8,5.4,.711,0.8,4.9,5.7,2.9,0.6,0.3,2.1,2.1,19.5
34,Will Barton\bartowi01,SG,31,DEN,60,60,31.7,5.6,12.7,.439,2.2,6.0,.357,3.4,6.7,.514,.524,1.5,1.9,.795,0.6,4.2,4.8,3.8,0.8,0.5,1.8,1.6,14.8
35,Paris Bass\basspa01,SF,26,PHO,2,0,3.5,1.0,3.0,.333,0.0,1.0,.000,1.0,2.0,.500,.333,1.0,1.0,1.000,1.0,1.0,2.0,0.0,0.5,0.0,1.0,1.0,3.0
36,Charles Bassey\bassech01,PF,21,PHI,23,0,7.3,1.3,2.0,.638,0.0,0.2,.000,1.3,1.9,.698,.638,0.4,0.5,.750,1.0,1.7,2.7,0.3,0.2,0.7,0.3,1.4,3.0
37,Keita Bates-Diop\bateske01,SF,26,SAS,51,13,16.1,2.2,4.2,.509,0.3,1.0,.347,1.8,3.3,.557,.549,0.7,0.9,.708,1.0,2.9,3.9,0.7,0.5,0.3,0.7,1.1,5.3
38,Nicolas Batum\batumni01,PF,33,LAC,51,46,25.1,3.1,6.8,.454,1.9,4.8,.391,1.2,2.0,.602,.591,0.4,0.6,.625,0.5,3.9,4.4,1.7,1.0,0.7,0.6,1.3,8.4
39,Kent Bazemore\bazemke01,SF,32,LAL,37,14,14.0,1.2,3.6,.336,0.8,2.1,.382,0.4,1.6,.276,.444,0.4,0.5,.765,0.4,1.4,1.8,0.9,0.6,0.2,0.5,1.7,3.6
40,Darius Bazley\bazleda01,PF,21,OKC,64,48,27.9,3.9,9.3,.419,1.2,3.8,.302,2.8,5.5,.501,.482,1.5,2.3,.688,1.1,5.5,6.5,1.4,0.9,1.1,1.4,0.9,10.5
41,Bradley Beal\bealbr01,SG,28,WAS,40,40,36.0,8.7,19.3,.451,1.6,5.3,.300,7.1,14.0,.508,.492,4.2,5.1,.833,1.0,3.8,4.7,6.6,0.9,0.4,3.4,2.4,23.2
42,Malik Beasley\beaslma01,SG,25,MIN,70,14,25.2,4.3,11.1,.390,3.1,8.3,.375,1.2,2.8,.434,.530,0.5,0.7,.771,0.3,2.6,2.9,1.4,0.5,0.1,0.6,1.2,12.3
43,Jordan Bell\belljo01,C,27,CHI,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0
44,DeAndre' Bembry\bembrde01,SF,27,TOT,56,20,18.3,2.2,3.9,.561,0.3,0.6,.417,1.9,3.3,.589,.595,0.4,0.6,.600,0.8,2.2,2.9,1.2,0.9,0.4,0.6,2.0,5.1
44,DeAndre' Bembry\bembrde01,SF,27,BRK,48,20,19.8,2.5,4.4,.568,0.3,0.8,.417,2.2,3.7,.599,.603,0.4,0.7,.600,0.8,2.4,3.2,1.3,1.0,0.5,0.6,2.2,5.8
44,DeAndre' Bembry\bembrde01,SF,27,MIL,8,0,9.6,0.4,1.0,.375,0.0,0.0,,0.4,1.0,.375,.375,0.0,0.0,,0.5,0.9,1.4,0.8,0.3,0.0,0.1,1.1,0.8
45,Dāvis Bertāns\bertada01,PF,29,TOT,46,0,14.6,1.7,5.1,.339,1.3,4.3,.312,0.4,0.8,.486,.470,0.7,0.8,.889,0.2,1.8,2.0,0.5,0.3,0.2,0.3,1.5,5.5
45,Dāvis Bertāns\bertada01,PF,29,WAS,34,0,14.7,1.8,5.0,.351,1.4,4.2,.319,0.4,0.8,.519,.485,0.8,0.9,.933,0.2,1.6,1.8,0.5,0.3,0.2,0.4,1.6,5.7
45,Dāvis Bertāns\bertada01,PF,29,DAL,12,0,14.1,1.7,5.4,.308,1.3,4.6,.291,0.3,0.8,.400,.431,0.3,0.5,.667,0.2,2.3,2.4,0.5,0.3,0.3,0.1,1.3,5.0
46,Patrick Beverley\beverpa01,PG,33,MIN,49,45,25.8,3.2,7.7,.413,1.6,4.4,.355,1.6,3.3,.488,.513,1.6,2.1,.731,1.1,3.2,4.3,4.8,1.1,0.9,1.3,3.1,9.5
47,Saddiq Bey\beysa01,SF,22,DET,69,69,33.8,5.4,13.8,.392,2.5,7.4,.341,2.9,6.4,.450,.483,2.5,3.0,.824,1.4,4.3,5.7,2.9,0.8,0.2,1.3,1.6,15.8
48,Khem Birch\birchkh01,C,29,TOR,43,18,18.4,1.8,3.7,.481,0.0,0.2,.000,1.8,3.5,.507,.481,1.1,1.5,.754,2.3,2.2,4.5,1.0,0.6,0.5,0.5,1.9,4.7
49,Goga Bitadze\bitadgo01,C,22,IND,42,8,12.3,2.1,4.3,.486,0.4,1.4,.250,1.7,2.8,.605,.528,1.0,1.5,.631,1.4,1.8,3.2,0.9,0.3,0.7,0.8,1.9,5.5
50,Bismack Biyombo\biyombi01,C,29,PHO,26,3,14.3,2.5,4.0,.610,0.0,0.0,,2.5,4.0,.610,.610,1.2,2.2,.544,1.9,2.9,4.8,0.7,0.4,0.8,0.8,2.0,6.1
51,Nemanja Bjelica\bjeline01,C,33,GSW,61,0,15.6,2.2,4.8,.454,0.7,2.1,.338,1.5,2.7,.546,.529,0.8,1.1,.691,0.8,3.1,3.9,2.0,0.6,0.3,1.1,1.7,5.9
52,Eric Bledsoe\bledser01,PG,32,LAC,54,29,25.2,3.6,8.7,.421,0.9,3.0,.313,2.7,5.6,.479,.475,1.6,2.2,.761,0.5,2.9,3.4,4.2,1.3,0.4,2.1,1.6,9.9
53,Keljin Blevins\blevike01,SF,26,POR,19,1,8.5,0.9,2.4,.391,0.5,1.6,.333,0.4,0.8,.500,.500,0.2,0.3,.500,0.3,0.5,0.8,0.6,0.1,0.1,0.4,0.5,2.6
54,Bogdan Bogdanović\bogdabo01,SG,29,ATL,51,27,29.5,5.1,12.0,.423,2.5,7.1,.347,2.6,5.0,.531,.525,1.3,1.5,.844,0.4,3.6,4.0,3.2,1.0,0.3,1.1,2.0,13.9
55,Bojan Bogdanović\bogdabo02,PF,32,UTA,64,64,30.9,6.2,13.4,.458,2.7,6.8,.392,3.5,6.7,.526,.557,3.1,3.6,.870,0.9,3.4,4.3,1.7,0.4,0.0,1.7,1.6,18.1
56,Bol Bol\bolbo01,PF,22,DEN,14,0,5.8,1.1,1.9,.556,0.1,0.3,.250,1.0,1.6,.609,.574,0.1,0.4,.400,0.3,1.1,1.4,0.4,0.1,0.1,0.3,0.3,2.4
57,Leandro Bolmaro\bolmale01,SF,21,MIN,29,2,7.2,0.4,1.4,.293,0.1,0.6,.235,0.3,0.8,.333,.341,0.3,0.3,.889,0.5,0.8,1.3,0.5,0.2,0.0,0.4,0.8,1.2
58,Isaac Bonga\bongais01,SF,22,TOR,15,0,4.6,0.2,0.9,.231,0.1,0.3,.250,0.1,0.6,.222,.269,0.3,0.5,.625,0.3,0.2,0.5,0.3,0.5,0.1,0.1,0.7,0.8
59,Devin Booker\bookede01,SG,25,PHO,59,59,34.3,9.5,20.7,.456,2.7,7.3,.376,6.7,13.5,.499,.522,4.2,4.8,.866,0.7,4.4,5.1,4.9,1.2,0.4,2.4,2.5,25.8
60,Brandon Boston Jr.\bostobr01,SG,20,LAC,49,0,14.4,2.3,6.2,.373,0.7,2.2,.312,1.6,4.0,.406,.428,1.2,1.4,.838,0.3,1.8,2.1,0.9,0.5,0.2,0.6,0.9,6.5
61,Chris Boucher\bouchch01,PF,29,TOR,67,9,20.4,3.2,6.8,.476,0.8,2.7,.287,2.4,4.1,.601,.533,1.9,2.4,.770,2.1,3.8,6.0,0.3,0.6,1.0,0.5,2.2,9.1
62,James Bouknight\bouknja01,SG,21,CHO,28,0,10.6,1.7,4.9,.353,0.6,1.8,.347,1.1,3.1,.356,.415,1.0,1.1,.871,0.8,1.0,1.7,0.8,0.3,0.0,0.5,1.0,5.0
63,Avery Bradley\bradlav01,SG,31,LAL,55,42,22.9,2.4,5.9,.412,1.3,3.5,.380,1.1,2.4,.458,.525,0.3,0.3,.875,0.5,1.7,2.3,0.8,0.9,0.2,0.6,1.9,6.4
64,Tony Bradley\bradlto01,C,24,CHI,48,7,10.7,1.3,2.3,.587,0.0,0.0,,1.3,2.3,.587,.587,0.3,0.4,.667,1.2,2.3,3.6,0.5,0.2,0.7,0.6,1.2,3.0
65,Ignas Brazdeikis\brazdig01,SF,23,ORL,32,0,9.3,1.2,3.0,.402,0.4,1.3,.302,0.8,1.7,.481,.469,0.4,0.5,.765,0.4,0.9,1.3,0.8,0.3,0.1,0.3,1.0,3.3
66,Mikal Bridges\bridgmi01,SF,25,PHO,70,70,35.1,5.5,10.4,.531,1.4,3.9,.373,4.1,6.6,.624,.600,1.5,1.7,.844,1.0,3.3,4.3,2.3,1.2,0.4,0.8,1.9,14.0
67,Miles Bridges\bridgmi02,PF,23,CHO,68,68,36.0,7.4,15.3,.485,1.9,5.8,.320,5.5,9.4,.588,.546,3.3,4.1,.805,1.1,5.9,7.0,3.8,1.0,0.9,1.9,2.5,20.0
68,Oshae Brissett\brissos01,SF,23,IND,57,15,21.7,2.6,6.6,.398,1.0,3.1,.337,1.6,3.6,.451,.476,1.4,2.1,.664,1.5,3.4,5.0,0.8,0.6,0.5,0.7,1.6,7.8
69,Malcolm Brogdon\brogdma01,PG,29,IND,35,35,33.5,6.6,15.0,.443,1.6,5.1,.311,5.0,9.8,.512,.496,4.1,4.7,.855,0.9,4.3,5.2,5.9,0.9,0.4,2.1,2.0,18.9
70,Armoni Brooks\brookar01,SG-PG,23,TOT,46,9,15.9,1.9,5.7,.338,1.4,4.8,.293,0.5,0.8,.605,.463,0.3,0.4,.842,0.3,1.5,1.9,1.1,0.5,0.2,0.5,1.3,5.6
70,Armoni Brooks\brookar01,SG,23,HOU,41,8,16.8,2.1,6.1,.347,1.6,5.2,.300,0.6,0.9,.605,.474,0.4,0.5,.842,0.3,1.7,2.0,1.2,0.5,0.2,0.6,1.5,6.2
70,Armoni Brooks\brookar01,PG,23,TOR,5,1,8.4,0.2,1.8,.111,0.2,1.8,.111,0.0,0.0,,.167,0.0,0.0,,0.6,0.4,1.0,0.6,0.4,0.2,0.0,0.4,0.6
71,Dillon Brooks\brookdi01,SF,26,MEM,23,22,27.7,6.7,15.9,.421,1.5,4.7,.312,5.2,11.2,.467,.467,3.0,3.5,.875,0.8,2.3,3.1,2.8,1.3,0.2,1.7,3.3,17.9
72,Bruce Brown\brownbr01,SF,25,BRK,61,34,23.2,3.2,6.5,.491,0.4,1.1,.353,2.8,5.4,.520,.521,1.1,1.4,.750,1.4,3.3,4.6,1.8,1.1,0.5,0.7,2.4,7.9
73,Charlie Brown Jr.\brownch02,SG,24,TOT,19,2,9.1,0.5,2.1,.256,0.1,0.6,.083,0.5,1.4,.333,.269,0.5,0.5,.900,0.7,0.9,1.7,0.3,0.5,0.2,0.3,0.9,1.6
73,Charlie Brown Jr.\brownch02,SG,24,DAL,3,0,5.0,0.3,1.7,.200,0.0,1.0,.000,0.3,0.7,.500,.200,0.0,0.0,,0.0,0.3,0.3,0.3,0.7,0.3,0.0,0.7,0.7
73,Charlie Brown Jr.\brownch02,SG,24,PHI,16,2,9.8,0.6,2.1,.265,0.1,0.6,.111,0.5,1.6,.320,.279,0.6,0.6,.900,0.9,1.1,1.9,0.3,0.5,0.2,0.3,1.0,1.8
74,Chaundee Brown Jr.\brownch05,SG-SF,23,TOT,5,2,20.8,2.0,6.4,.313,1.2,3.6,.333,0.8,2.8,.286,.406,1.0,1.2,.833,0.2,3.0,3.2,0.8,0.4,0.0,0.2,1.4,6.2
74,Chaundee Brown Jr.\brownch05,SF,23,LAL,2,0,10.5,0.5,3.5,.143,0.0,1.5,.000,0.5,2.0,.250,.143,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0
74,Chaundee Brown Jr.\brownch05,SG,23,ATL,3,2,27.7,3.0,8.3,.360,2.0,5.0,.400,1.0,3.3,.300,.480,1.7,2.0,.833,0.3,4.3,4.7,1.3,0.7,0.0,0.0,2.3,9.7
75,Greg Brown III\browngr01,SF,20,POR,36,0,10.4,1.3,3.3,.407,0.2,0.9,.219,1.1,2.4,.477,.436,0.8,1.3,.622,0.6,1.6,2.3,0.4,0.5,0.4,0.5,1.5,3.6
76,Jaylen Brown\brownja02,SF,25,BOS,55,55,33.8,8.4,18.4,.457,2.5,7.3,.338,5.9,11.1,.535,.524,3.7,4.8,.761,0.8,5.3,6.2,3.4,1.0,0.3,2.8,2.4,22.9
77,Moses Brown\brownmo01,C,22,TOT,28,1,6.5,1.1,2.0,.561,0.0,0.0,,1.1,2.0,.561,.561,1.0,1.5,.628,0.6,1.7,2.3,0.0,0.2,0.4,0.5,1.1,3.3
77,Moses Brown\brownmo01,C,22,DAL,26,1,6.5,1.0,1.9,.540,0.0,0.0,,1.0,1.9,.540,.540,1.0,1.7,.628,0.6,1.7,2.3,0.0,0.1,0.3,0.5,1.1,3.1
77,Moses Brown\brownmo01,C,22,CLE,2,0,7.0,2.5,3.5,.714,0.0,0.0,,2.5,3.5,.714,.714,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.5,0.0,2.0,5.0
78,Sterling Brown\brownst02,SG,26,DAL,45,3,12.8,1.2,3.2,.385,0.6,1.9,.318,0.6,1.3,.483,.479,0.2,0.2,.909,0.5,2.5,3.0,0.7,0.3,0.2,0.5,1.1,3.3
79,Troy Brown Jr.\browntr01,SF,22,CHI,57,6,16.8,1.6,4.0,.412,0.7,2.0,.348,0.9,2.0,.478,.500,0.3,0.4,.760,0.6,2.5,3.2,1.0,0.5,0.1,0.4,1.0,4.3
80,Jalen Brunson\brunsja01,PG,25,DAL,66,48,32.2,6.4,12.8,.501,1.2,3.1,.380,5.2,9.7,.539,.547,2.0,2.5,.822,0.5,3.2,3.8,5.2,0.9,0.0,1.7,2.0,16.0
81,Thomas Bryant\bryanth01,C,24,WAS,22,9,17.5,3.3,6.2,.529,0.5,1.7,.263,2.8,4.5,.633,.566,1.4,1.6,.861,1.2,2.8,4.0,1.0,0.3,0.8,0.8,1.7,8.4
82,Shaq Buchanan\buchash01,PG,25,MEM,2,0,5.0,0.5,2.0,.250,0.0,1.0,.000,0.5,1.0,.500,.250,0.0,0.0,,0.5,0.5,1.0,1.0,0.5,0.0,1.0,0.5,1.0
83,Reggie Bullock\bullore01,SF,30,DAL,57,26,26.8,2.8,7.2,.395,1.9,5.5,.345,0.9,1.6,.565,.528,0.6,0.8,.818,0.4,3.0,3.4,1.1,0.6,0.2,0.6,1.5,8.2
84,Trey Burke\burketr01,PG,29,DAL,36,0,10.8,2.2,5.3,.416,0.7,2.1,.324,1.5,3.2,.474,.479,0.6,0.6,.870,0.1,0.7,0.8,1.4,0.3,0.0,0.6,0.9,5.6
85,Alec Burks\burksal01,SG,30,NYK,68,31,27.6,3.3,8.7,.378,1.7,4.5,.384,1.6,4.2,.372,.478,2.6,3.2,.821,0.6,4.2,4.8,2.8,1.0,0.3,1.0,2.5,11.0
86,Jared Butler\butleja02,SG,21,UTA,33,1,7.5,1.2,3.2,.394,0.6,1.7,.345,0.7,1.5,.449,.486,0.2,0.4,.583,0.1,0.7,0.8,1.2,0.3,0.2,0.8,1.0,3.3
87,Jimmy Butler\butleji01,SF,32,MIA,48,48,33.6,6.9,14.7,.468,0.4,1.9,.191,6.5,12.8,.508,.480,7.0,8.1,.871,1.9,4.2,6.0,5.6,1.8,0.5,2.1,1.5,21.1
88,Devontae Cacok\cacokde01,PF,25,SAS,11,0,8.4,1.6,2.4,.692,0.0,0.0,,1.6,2.4,.692,.692,0.4,0.6,.571,0.6,2.6,3.3,0.5,0.6,0.6,0.2,1.1,3.6
89,Kentavious Caldwell-Pope\caldwke01,SG,28,WAS,65,65,30.0,4.4,10.4,.419,2.1,5.3,.392,2.3,5.1,.446,.518,1.7,1.9,.897,0.5,2.8,3.3,1.9,1.1,0.3,1.2,1.7,12.5
90,Facundo Campazzo\campafa01,PG,30,DEN,62,4,18.8,1.7,4.7,.366,0.9,3.0,.303,0.8,1.6,.480,.464,1.0,1.3,.769,0.4,1.5,1.9,3.5,1.0,0.4,1.0,2.0,5.3
91,Vlatko Čančar\cancavl01,PF,24,DEN,14,1,10.9,1.6,2.8,.564,0.5,0.9,.583,1.1,1.9,.556,.654,0.6,0.9,.750,0.4,1.2,1.6,0.9,0.1,0.2,0.6,0.9,4.3
92,Clint Capela\capelca01,C,27,ATL,61,60,27.8,4.8,8.1,.596,0.0,0.0,.000,4.8,8.1,.598,.596,1.1,2.3,.472,3.8,8.2,12.0,1.3,0.7,1.3,0.6,2.3,10.7
93,Vernon Carey Jr.\careyve01,C,20,TOT,5,1,3.6,0.6,1.2,.500,0.0,0.0,,0.6,1.2,.500,.500,0.4,0.6,.667,0.6,0.4,1.0,0.0,0.2,0.0,0.2,0.2,1.6
93,Vernon Carey Jr.\careyve01,C,20,CHO,4,1,4.3,0.8,1.5,.500,0.0,0.0,,0.8,1.5,.500,.500,0.5,0.8,.667,0.8,0.5,1.3,0.0,0.3,0.0,0.3,0.3,2.0
93,Vernon Carey Jr.\careyve01,C,20,WAS,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Jevon Carter\carteje01,PG,26,TOT,56,1,13.1,1.3,3.7,.354,1.0,2.7,.373,0.3,1.0,.304,.490,0.2,0.3,.813,0.2,1.3,1.5,1.1,0.3,0.2,0.5,1.0,3.9
94,Jevon Carter\carteje01,PG,26,BRK,46,1,12.0,1.3,3.8,.333,0.9,2.8,.331,0.3,1.0,.340,.454,0.2,0.2,.700,0.2,1.3,1.5,1.0,0.3,0.2,0.6,1.0,3.6
94,Jevon Carter\carteje01,PG,26,MIL,10,0,17.9,1.6,3.5,.457,1.5,2.6,.577,0.1,0.9,.111,.671,0.6,0.6,1.000,0.4,1.5,1.9,1.7,0.3,0.3,0.2,1.2,5.3
95,Wendell Carter Jr.\cartewe01,C,22,ORL,59,58,29.8,5.6,10.9,.518,1.1,3.4,.330,4.5,7.5,.605,.570,2.3,3.2,.709,2.2,8.1,10.4,2.8,0.6,0.7,1.8,2.7,14.7
